,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
20,1231.6499999999999,1281.8,1303.8999999999999,1261.3999999999999,1422.8999999999999,1725.5,1717.85,1685.55,1634.55,1589.5,1728.8999999999999,1747.6,1589.5,1554.6499999999999,1623.5,1853.85,1539.35,1563.1499999999999,1445.85,1870.0,1666.85,1648.1499999999999,1849.6,1491.75,1609.05,1554.6499999999999,1495.1499999999999,1476.45,1519.8,1549.55,1655.8,1545.3,1693.2,1647.3,1603.1,1569.95,1603.95,1771.3999999999999,1643.05,1770.55,1487.5,1581.85,1702.55,1643.8999999999999,1684.7,1671.1,1608.2,1695.75,1660.8999999999999,1613.3,1637.95,1547.85,1598.0,1615.0,1484.1,1654.95,1458.6,1609.8999999999999,1467.1,1398.25,1515.55,1497.7,1542.75
21,1351.5,1292.85,1313.25,1207.0,1598.85,1562.3,1575.05,1604.8,1608.2,1789.25,1633.7,1656.6499999999999,1603.95,1592.05,1743.35,1721.25,1494.3,1550.3999999999999,1643.8999999999999,1732.3,1598.0,1721.25,1635.3999999999999,1476.45,1612.45,1473.05,1488.35,1664.3,1559.75,1636.25,1486.6499999999999,1608.2,1603.95,1601.3999999999999,1705.95,1607.35,1564.85,1588.6499999999999,1667.7,1716.1499999999999,1504.5,1597.1499999999999,1745.8999999999999,1812.2,1782.45,1823.25,1356.6,1586.95,1663.45,1674.5,1582.7,1490.8999999999999,1714.45,1507.05,1472.2,1558.8999999999999,1580.1499999999999,1585.25,1375.3,1493.45,1477.3,1620.1,1593.75
22,1269.8999999999999,1286.05,1442.45,1473.05,1559.75,1533.3999999999999,1492.6,1596.3,1647.3,1903.1499999999999,1567.3999999999999,1829.2,1509.6,1536.8,1660.05,1648.1499999999999,1479.0,1248.6499999999999,1616.7,1901.45,1575.05,1605.6499999999999,1603.1,1588.6499999999999,1774.8,1448.3999999999999,1567.3999999999999,1482.3999999999999,1507.8999999999999,1664.3,1510.45,1711.8999999999999,1445.0,1666.85,1725.5,1602.25,1616.7,1685.55,1683.85,1642.2,1411.0,1438.2,1647.3,1688.1,1649.85,1711.05,1541.05,1490.05,1521.5,1608.2,1593.75,1519.8,1547.0,1445.0,1405.8999999999999,1481.55,1577.6,1754.3999999999999,1456.05,1386.35,1598.0,1451.8,1580.1499999999999
23,1481.55,1337.8999999999999,1428.0,1585.25,1677.05,1520.6499999999999,1553.8,1680.45,1754.3999999999999,1847.8999999999999,1676.2,1623.5,1740.8,1721.25,1941.3999999999999,1813.8999999999999,1723.8,1701.7,1592.8999999999999,1777.35,1685.55,1671.1,1825.8,1669.3999999999999,1700.0,1689.8,1514.7,1583.55,1658.35,1851.3,1646.45,1636.25,1637.1,1626.8999999999999,1983.8999999999999,1568.25,1602.25,1693.2,1671.1,1677.8999999999999,1591.2,1776.5,1762.05,1769.7,1789.25,1877.6499999999999,1451.8,1513.85,1643.05,1724.6499999999999,1544.45,1644.75,1808.8,1700.0,1700.85,1693.2,1583.55,1776.5,1571.6499999999999,1510.45,1593.75,1637.95,1815.6
24,1605.6499999999999,1542.75,1779.05,1746.75,1895.5,1929.5,1862.35,1898.8999999999999,2060.4,1941.3999999999999,1922.7,2100.35,1874.25,1739.1,2192.15,1878.5,1904.0,1676.2,1860.6499999999999,2229.5499999999997,1928.6499999999999,1932.8999999999999,2091.85,1796.05,1896.35,1776.5,1799.45,1735.7,1966.05,1818.1499999999999,1773.1,1969.45,1866.6,1928.6499999999999,2049.35,1838.55,1853.85,2026.3999999999999,2046.8,2213.4,1650.7,1948.2,1864.05,1957.55,2075.7,2009.3999999999999,1843.6499999999999,1816.45,1925.25,1898.8999999999999,1922.7,1955.0,1996.6499999999999,1748.45,1892.1,1870.0,1898.8999999999999,2076.5499999999997,1794.35,1756.95,1734.85,1774.8,1992.3999999999999
25,2112.25,2054.45,2184.5,1898.8999999999999,2493.9,2411.45,2068.0499999999997,2600.15,2490.5,2702.15,2438.65,2475.2,2328.15,2397.85,2840.7,2510.9,2301.7999999999997,2329.85,2505.7999999999997,2740.4,2408.0499999999997,2405.5,2470.95,2404.65,2674.95,2402.1,2426.75,2342.6,2563.6,2902.75,2337.5,2527.0499999999997,2552.5499999999997,2542.35,2828.7999999999997,2547.45,2420.7999999999997,2547.45,2646.0499999999997,2397.0,2113.95,2369.7999999999997,2411.45,2606.1,2232.95,2105.45,2249.95,2295.85,2393.6,2241.45,2533.0,2550.85,2574.65,2442.0499999999997,2221.0499999999997,2421.65,2367.25,2671.5499999999997,2326.45,2409.75,2358.75,2389.35,2608.65
26,2501.5499999999997,2652.0,2669.0,2676.65,2951.2,3473.1,3598.9,3141.6,3364.2999999999997,3250.4,3184.95,3130.5499999999997,3462.9,3078.7,3418.7,3621.0,3271.65,2997.95,3129.7,3482.45,3225.75,3422.1,3303.95,2991.15,3496.0499999999997,3144.15,3255.5,3095.7,3573.4,3728.95,3406.7999999999997,3356.65,3281.85,3151.7999999999997,3661.7999999999997,3259.75,3037.9,3737.45,3443.35,3681.35,2907.85,2976.7,3256.35,3185.7999999999997,2414.85,2355.35,2763.35,2703.85,2903.6,3269.1,3130.5499999999997,3159.45,3648.2,3079.5499999999997,3090.6,3178.15,3228.2999999999997,3332.0,2977.5499999999997,2833.9,2870.45,2886.6,3273.35
27,3230.85,2929.1,3041.2999999999997,3524.95,4369.0,3480.75,3464.6,3695.7999999999997,3608.25,4008.6,3896.4,4159.05,3382.15,3332.85,4655.45,4140.349999999999,3569.15,3466.2999999999997,3598.9,3797.7999999999997,4225.349999999999,3721.2999999999997,3767.2,3699.2,4666.5,3447.6,3441.65,3719.6,4442.95,4650.349999999999,3584.45,3743.4,3826.7,4317.15,4537.3,4150.55,3566.6,4117.4,3792.7,4347.75,3504.5499999999997,3897.25,3701.75,3450.15,2432.7,2515.15,3241.0499999999997,3405.1,3864.95,3615.0499999999997,3689.85,3540.25,4020.5,3138.2,3460.35,3553.0,3504.5499999999997,3954.2,2958.85,3179.0,3347.2999999999997,3393.2,3303.1
28,2324.75,2248.25,2601.85,2616.2999999999997,4100.4,2881.5,2646.0499999999997,2933.35,3159.45,3111.0,2674.1,2737.85,3026.0,3021.75,3783.35,3301.4,2770.15,2351.95,2846.65,3358.35,3287.7999999999997,2950.35,2738.7,2900.2,3921.9,2838.15,2685.15,2758.25,3446.75,4052.7999999999997,2665.6,2835.6,2493.0499999999997,3590.4,3925.2999999999997,3338.7999999999997,2504.1,3493.5,3631.2,3809.7,2398.7,2667.2999999999997,2937.6,2782.9,2384.25,2202.35,2437.7999999999997,2633.2999999999997,2500.7,2463.2999999999997,2677.5,2837.2999999999997,3151.7999999999997,2548.2999999999997,2473.5,2468.4,2739.5499999999997,2844.95,2542.35,2368.95,2345.15,2697.9,2757.4
29,1418.6499999999999,1422.05,1687.25,1576.75,2829.65,1504.5,1879.35,1677.05,1702.55,2001.75,1649.85,1660.05,1540.2,1514.7,2650.2999999999997,2641.7999999999997,1671.95,1700.85,1715.3,2032.35,1872.55,1755.25,1773.95,1574.2,3114.4,1573.35,1632.0,1737.3999999999999,2969.0499999999997,3708.5499999999997,1668.55,1766.3,1670.25,2567.85,3081.25,2617.15,1802.0,2732.75,2757.4,2747.2,1604.8,1705.1,1811.35,1722.95,1802.85,1800.3,1677.05,1620.1,1624.35,1734.0,1587.8,1619.25,2930.7999999999997,1603.95,1533.3999999999999,1615.85,1795.2,1937.1499999999999,1616.7,1563.1499999999999,1620.95,1756.95,1892.95
