,0
0,-6.0
1,-3.4
2,-4.0
3,-3.4000000000000004
4,9.0
5,0.7999999999999998
6,-2.8
7,-2.0
8,-1.0
9,-1.4000000000000004
10,-2.4
11,0.3999999999999999
12,-0.3999999999999999
13,1.0
14,1.6
15,1.5999999999999996
16,-0.4000000000000004
17,1.0
18,-0.20000000000000015
19,-3.4000000000000004
20,-2.4
21,0.6000000000000001
22,1.7999999999999998
23,-0.6000000000000001
24,1.6
25,0.7999999999999998
26,-1.7999999999999998
27,0.3999999999999999
28,-3.2
29,-0.6000000000000001
30,3.2
31,-0.7999999999999998
32,0.3999999999999999
33,8.6
34,-2.6
35,1.2000000000000002
36,1.7999999999999998
37,-4.2
38,-2.0
39,1.2000000000000002
40,-0.4000000000000004
41,-3.6
42,-0.6000000000000001
43,-1.4
44,-1.2000000000000002
45,2.0
46,0.3999999999999999
47,-0.3999999999999999
48,0.3999999999999999
49,2.4
50,-5.200000000000003
51,-5.200000000000003
52,-6.0
53,1.0
54,0.0
55,2.5999999999999943
56,1.4000000000000057
57,-3.200000000000003
58,1.0
59,4.0
60,-2.4000000000000057
61,-0.20000000000000284
62,-3.200000000000003
63,-3.200000000000003
64,-4.599999999999994
65,6.200000000000002
66,-1.7999999999999972
67,-2.200000000000003
68,3.799999999999997
69,4.400000000000006
70,2.0
71,0.7999999999999972
72,-0.5999999999999943
73,0.20000000000000284
74,-3.4000000000000057
75,3.0
76,-10.400000000000006
77,-3.0
78,-2.200000000000003
79,9.799999999999997
80,-2.0
81,4.200000000000003
82,0.20000000000000284
83,2.200000000000003
84,-3.4000000000000057
85,-6.200000000000002
86,-11.400000000000004
87,-6.599999999999994
88,3.4000000000000057
89,7.799999999999998
90,1.7999999999999972
91,4.0
92,3.200000000000003
93,-0.4000000000000057
94,-4.799999999999997
95,0.4000000000000057
96,2.200000000000003
97,-5.599999999999994
98,-1.5999999999999943
99,11.0
100,8.799999999999955
101,-11.799999999999955
102,-122.60000000000002
103,-44.399999999999984
104,33.399999999999984
105,44.0
106,26.20000000000005
107,25.79999999999995
108,-54.600000000000016
109,-35.39999999999998
110,-4.600000000000024
111,-7.2000000000000455
112,-35.799999999999955
113,-41.200000000000045
114,-91.20000000000003
115,16.399999999999974
116,42.79999999999996
117,12.200000000000045
118,4.7999999999999545
119,14.0
120,38.60000000000002
121,51.0
122,45.399999999999984
123,-45.79999999999996
124,-19.399999999999977
125,-7.799999999999954
126,7.399999999999977
127,57.0
128,30.600000000000023
129,4.399999999999976
130,-20.600000000000023
131,-42.39999999999998
132,-30.20000000000005
133,27.399999999999977
134,-43.79999999999996
135,43.79999999999996
136,58.600000000000016
137,12.600000000000026
138,-11.600000000000026
139,-8.399999999999977
140,-27.20000000000005
141,-35.0
142,3.0
143,-1.6000000000000227
144,31.79999999999995
145,57.79999999999996
146,0.6000000000000227
147,-9.0
148,-19.399999999999977
149,-18.20000000000005
150,-24.59999999999991
151,-74.40000000000009
152,-120.59999999999992
153,157.5999999999999
154,15.400000000000093
155,7.0
156,24.40000000000009
157,-40.5999999999999
158,-3.5999999999999086
159,-129.4000000000001
160,47.5999999999999
161,15.599999999999907
162,-130.4000000000001
163,10.0
164,-183.0
165,62.79999999999996
166,42.79999999999996
167,29.59999999999991
168,39.200000000000045
169,74.0
170,81.0
171,47.200000000000045
172,-13.799999999999955
173,-20.20000000000005
174,-50.200000000000045
175,16.799999999999955
176,-15.0
177,76.0
178,-65.20000000000005
179,-10.200000000000044
180,109.59999999999992
181,-27.20000000000005
182,31.40000000000009
183,-6.0
184,-144.0
185,50.5999999999999
186,66.20000000000005
187,61.5999999999999
188,30.79999999999995
189,41.5999999999999
190,-44.79999999999996
191,23.79999999999995
192,55.200000000000045
193,-13.599999999999907
194,18.59999999999991
195,55.4000000000001
196,-6.599999999999909
197,-23.40000000000009
198,2.0
199,23.40000000000009
200,-41.5999999999999
201,-89.8000000000002
202,-244.80000000000015
203,-54.4000000000001
204,-77.8000000000002
205,134.5999999999999
206,98.40000000000008
207,-34.59999999999991
208,23.199999999999815
209,28.59999999999991
210,-107.40000000000008
211,-34.19999999999982
212,-13.800000000000182
213,-131.19999999999982
214,118.59999999999992
215,-93.8000000000002
216,138.80000000000018
217,132.5999999999999
218,158.4000000000001
219,34.19999999999982
220,82.40000000000009
221,144.5999999999999
